"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","FUNDING RATE","COMMISSION","CONVERSION RATE","CONVERSION FEE","PL","AMOUNT","BALANCE"
"3687","2026-01-07 20:05:58 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3688","2026-01-07 20:05:58 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3689","2026-01-07 20:20:58 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3690","2026-01-07 20:20:58 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3691","2026-01-07 20:35:59 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3692","2026-01-07 20:35:59 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3693","2026-01-07 20:51:00 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3694","2026-01-07 20:51:00 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3695","2026-01-07 21:06:01 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3696","2026-01-07 21:06:01 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3697","2026-01-07 21:21:02 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3698","2026-01-07 21:21:02 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3699","2026-01-07 21:36:03 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3700","2026-01-07 21:36:03 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3701","2026-01-07 21:51:03 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3702","2026-01-07 21:51:03 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3703","2026-01-07 22:06:04 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3704","2026-01-07 22:06:04 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3705","2026-01-07 22:21:06 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3706","2026-01-07 22:21:06 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3707","2026-01-07 22:36:06 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3708","2026-01-07 22:36:06 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3709","2026-01-07 22:51:07 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3710","2026-01-07 22:51:07 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3711","2026-01-07 23:06:07 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3712","2026-01-07 23:06:07 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3713","2026-01-07 23:21:08 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3714","2026-01-07 23:21:08 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3715","2026-01-07 23:36:09 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3716","2026-01-07 23:36:09 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3717","2026-01-07 23:51:10 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3718","2026-01-07 23:51:10 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3719","2026-01-08 00:06:11 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3720","2026-01-08 00:06:11 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3721","2026-01-08 00:21:12 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3722","2026-01-08 00:21:12 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3723","2026-01-08 00:36:13 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3724","2026-01-08 00:36:13 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3725","2026-01-08 00:51:13 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3726","2026-01-08 00:51:13 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3727","2026-01-08 01:06:14 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3728","2026-01-08 01:06:14 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3729","2026-01-08 01:21:15 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3730","2026-01-08 01:21:15 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3731","2026-01-08 01:36:15 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3732","2026-01-08 01:36:15 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3733","2026-01-08 02:06:17 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","51532.00","","","","","","","","","","","","",""
"3734","2026-01-08 02:06:17 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3735","2026-01-08 02:06:17 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","52757.00","Sell","","","","","","","","","","","",""
"3736","2026-01-08 02:06:17 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","156.95900","52757.00","Sell","2.3527","","","","0.00000","","0.0000","0.0063","-0.9013","180.96900","","5456.70"
"3737","2026-01-08 02:21:18 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3738","2026-01-08 02:21:18 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3739","2026-01-08 02:36:20 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3740","2026-01-08 02:36:20 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3741","2026-01-08 02:51:20 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3742","2026-01-08 02:51:20 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3743","2026-01-08 03:06:22 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3744","2026-01-08 03:06:22 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3745","2026-01-08 03:21:23 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3746","2026-01-08 03:21:23 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3747","2026-01-08 03:36:24 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3748","2026-01-08 03:36:24 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3749","2026-01-08 03:51:25 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3750","2026-01-08 03:51:25 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3751","2026-01-08 04:06:25 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3752","2026-01-08 04:06:25 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3753","2026-01-08 04:21:26 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3754","2026-01-08 04:21:26 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3755","2026-01-08 04:36:27 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3756","2026-01-08 04:36:27 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3757","2026-01-08 04:51:28 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3758","2026-01-08 04:51:28 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3759","2026-01-08 05:06:28 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3760","2026-01-08 05:06:28 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3761","2026-01-08 05:21:29 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3762","2026-01-08 05:21:29 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3763","2026-01-08 05:36:29 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3764","2026-01-08 05:36:29 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3765","2026-01-08 05:51:30 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3766","2026-01-08 05:51:30 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3767","2026-01-08 06:06:31 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3768","2026-01-08 06:06:31 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3769","2026-01-08 06:21:32 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3770","2026-01-08 06:21:32 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3771","2026-01-08 06:36:32 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3772","2026-01-08 06:36:32 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3773","2026-01-08 06:51:33 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3774","2026-01-08 06:51:33 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3775","2026-01-08 07:06:34 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3776","2026-01-08 07:06:34 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3777","2026-01-08 07:21:35 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3778","2026-01-08 07:21:35 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3779","2026-01-08 07:36:36 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3780","2026-01-08 07:36:36 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3781","2026-01-08 07:51:36 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3782","2026-01-08 07:51:36 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3783","2026-01-08 08:06:37 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3784","2026-01-08 08:06:37 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3785","2026-01-08 08:21:37 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3786","2026-01-08 08:21:37 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3787","2026-01-08 08:36:39 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3788","2026-01-08 08:36:39 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3789","2026-01-08 08:51:39 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3790","2026-01-08 08:51:39 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3791","2026-01-08 09:06:40 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3792","2026-01-08 09:06:40 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3793","2026-01-08 09:21:40 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3794","2026-01-08 09:21:40 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3795","2026-01-08 09:36:42 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3796","2026-01-08 09:36:42 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3797","2026-01-08 09:51:42 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3798","2026-01-08 09:51:42 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3799","2026-01-08 10:00:00 -12","DAILY_FINANCING","","","","","","","","","","-0.13730","","","","0.0000","","","5456.56"
"","2026-01-08 10:00:00 -12","DAILY_FINANCING","Trade ID: 3736","USD/JPY","","","","","","","","-0.13730","-0.0409","","","","","",""
"3800","2026-01-08 10:06:43 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3801","2026-01-08 10:06:43 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3802","2026-01-08 10:21:43 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3803","2026-01-08 10:21:43 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3804","2026-01-08 10:36:44 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3805","2026-01-08 10:36:44 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3806","2026-01-08 10:51:45 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3807","2026-01-08 10:51:45 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3808","2026-01-08 11:06:46 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3809","2026-01-08 11:06:46 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3810","2026-01-08 11:21:46 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3811","2026-01-08 11:21:46 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3812","2026-01-08 11:36:48 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3813","2026-01-08 11:36:48 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
"3814","2026-01-08 11:51:48 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","","","","","","","","","","","","","",""
"3815","2026-01-08 11:51:48 -12","MARKET_ORDER_REJECT","POSITION_CLOSEOUT","USD/JPY","","1225.00","","","","","","","","","","","","",""
